TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,countable uncountable nouns,Someone  told Graham that there is ___snow in the kitchen. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Graham that there is ___tea in the refridgerator. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Harper that there is ___wine in the car. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Holly that there is ___water in the closet. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Isabella that there is ___garbage in the kitchen sink. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Isabelle that there is ___garbage in the living room. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Ivan that there is ___money in the bedroom. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Ivan that there is ___smoke in the waiting room. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Ivy that there is ___bread in the back of the car. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Jackson that there is ___ice in the filing cabinet. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Jackson that there is ___wine in the kitchen sink. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Jason that there is ___garbage in the kitchen. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told John that there is ___grass in the office. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Julia that there is ___beer in the bedroom. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Lilly that there is ___money in the kitchen. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Lilly that there is ___tea in the kitchen sink. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Lily that there is ___money in the refridgerator. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Lucas that there is ___beer in the cabinet. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Luna that there is ___cheese in the train. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Luna that there is ___juice in the refridgerator. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Maria that there is ___cheese in the train. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Millie that there is ___juice in the filing cabinet. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,a lot of,a lot of,many,much,any,few,,,,,,,,,,
CHOICE,countable uncountable nouns,Someone  told Monique that there is ___beer in the car. Do you know anything about that?,"Countable nouns: individual people, animals, places, things, or ideas which can be counted. 
Uncountable nouns: not individual objects, so they cannot be counted.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,some,some,many,much,any,,,,,,,,,,,
